"zone";"area_building_commercial_industrial";"area_building_commercial_innercity";"area_building_highrise";"area_building_lightweight";"area_building_multifamily";"area_building_singlefamily";"area_building_skyscraper";"area_other_airport";"area_other_parking";"area_other_remaining_impervious";"area_rail_bridge";"area_rail_exclude";"area_rail_other";"area_rail_railway";"area_rail_subway_elevated";"area_rail_subway_surface";"area_rail_subway";"area_rail_tram";"area_rail_tunnel";"area_street_bridge_motorway";"area_street_bridge_other";"area_street_exclude";"area_street_local";"area_street_motorway_elevated";"area_street_motorway";"area_street_other_elevated";"area_street_primary";"area_street_secondary";"area_street_tertiary";"area_street_track";"area_street_tunnel"
1873;227354;3041;0;357038;105377;2481512;0;13836;36803;460624;1538;89274;0;175636;0;0;0;0;0;0;28550;0;11628792;0;570691;28550;0;915450;1174779;216722;0
1874;5612053;126660;2757;1729425;1167138;13312489;0;131891;1095640;12791171;8982;6359;47712;1038879;0;0;0;0;1008;60321;113366;22217;29249926;60325;3244828;113366;679476;1173278;1497696;94017;1040
1875;1226204;13717;0;999147;596002;6818005;0;168492;248945;2833345;12430;283119;8802;1084450;0;0;0;0;0;42672;105328;119069;27007767;42672;2434423;105328;3244887;381552;1162713;76121;23
1876;494696;16905;1763;380429;114662;2954953;0;73577;197568;1078722;6802;84193;152288;193945;0;0;0;0;0;0;83843;27913;17892440;0;0;83843;2680244;170183;530234;573167;0
1877;542625;7660;0;216121;70110;1496182;0;143361;70616;628116;0;171494;0;80032;0;0;0;0;0;78427;36166;787;5145473;78427;704332;36166;53197;131428;710999;4681;0
1878;107378;1311;0;187804;40315;1423679;0;0;24387;218571;0;0;0;0;0;0;0;0;0;0;7620;60741;7712133;0;0;7620;0;578368;315627;76477;0
1879;2443657;42915;48;1319679;201666;9264414;0;31019;212672;5849591;11291;56664;73199;890637;0;0;0;0;771;46161;67560;181584;25090927;46452;2148201;67560;1019111;713510;2164337;90739;213
1880;1355192;32767;2521;921595;178853;5746472;0;70695;83932;2329813;3877;69285;0;1010572;0;0;0;0;0;14561;52853;24731;24508288;14561;2506226;52853;1712830;1002447;2664290;544481;117
1881;2262254;85612;2411;1108468;414441;8173271;0;1846021;403500;6778134;31832;36271;6617;1834667;0;0;0;0;7846;268585;60784;301308;21534818;269597;2285476;60784;2758698;274215;1363255;591953;0
1882;6337549;145219;930;2726671;1497190;21394587;0;2464988;1531695;23043833;20694;196426;6469;2208341;0;0;0;0;0;336233;122741;112422;40060586;337326;7453566;122741;2641332;2317749;2874690;183363;3503
1883;340982;3488;0;375944;43682;2790374;0;158984;296880;2077153;299;0;0;276751;0;0;0;0;0;0;106865;27024;6707578;0;0;106865;1559614;0;498330;445315;0
1884;1027974;12424;97;628451;70699;4499535;0;257522;992667;5204088;0;0;0;0;0;0;0;0;0;0;621596;250150;10511704;0;7619;621596;587353;1986249;519592;258266;2479
1885;3730480;40845;306;1869658;503013;13615965;0;202659;794796;8020648;16453;25285;19164;2738493;0;0;0;0;0;111913;116408;35847;36477858;111913;3999223;116408;1909275;1083391;2012694;120500;1267
1886;994458;11619;0;587202;301226;4196936;0;130065;154561;1962522;7824;15122;0;363320;0;0;0;0;0;25040;36222;5661;15245566;25040;1684258;36222;434705;756913;871564;75925;0
1887;3395113;27895;352;1367383;96995;6825382;0;134874;11179;1532691;1209;64447;2682;860193;0;0;0;0;0;24132;64807;1127;28169682;24238;2277474;64807;2004874;705709;2551389;322929;0
1888;5778548;478305;11196;1665288;3012076;14512604;2612;71910;3569277;11569273;20277;303479;27123;844398;0;0;0;0;0;212582;126606;440481;37675612;213326;4596668;126606;662629;1704945;1170438;379455;2195
1889;1700610;28593;0;607710;95707;4369757;0;54778;109902;2526925;6889;153828;7149;1159698;0;0;0;0;0;48561;46145;0;14250675;48842;2480193;46145;89893;1107765;2572307;146171;450
1890;8121396;234070;23236;2707525;2396627;22838531;14065;353769;2245947;19020532;39370;79623;26071;1777974;0;0;0;0;1042;227925;177820;653987;43520480;228253;7041444;177820;1317251;3040067;3791194;117847;2407
1891;871373;25289;0;703480;271595;4830471;0;185242;160903;1439818;3325;89101;0;258480;0;0;0;4481;0;2186;37883;2406;20577862;2186;353944;37883;725827;752046;1906477;252883;60
1892;4111355;90572;2539;1772709;1894907;14089710;0;87091;176088;11720198;24307;104228;21072;1732919;0;0;0;0;5568;63423;140264;72069;30906476;63439;2913202;140264;412741;1318430;3196104;88730;1694
1893;219056;443;0;189012;44046;1212737;0;0;9494;140564;0;117547;0;0;0;0;0;0;0;9169;5306;0;6304640;9169;41948;5306;603143;431183;785769;406505;0
1894;84666;5457;0;116387;38334;904033;0;0;58598;304833;0;78595;0;15989;0;0;0;0;0;0;17425;159655;5746888;0;0;17425;0;522270;1115209;362081;0
1895;1200939;47542;198;584720;415395;4472076;0;122812;52770;2665022;6923;366188;2079;499329;0;0;0;0;0;16638;42664;24336;19095183;16638;2167783;42664;0;1322353;950651;246151;0
1896;654691;3832;0;336124;24657;1950571;0;0;6242;465501;0;100289;0;162960;0;0;0;0;0;1365;9799;0;6795309;1365;363395;9799;0;683206;955542;52461;0
1897;14570995;253044;21478;3916259;1685016;32974902;2644;1520210;3369473;43066942;32469;153898;57012;2223559;0;0;0;0;292;556876;266566;591422;63882782;557355;13950080;266566;2781058;2335667;4793720;88968;18808
1898;1170483;28048;2486;621354;90599;4542403;0;214065;288702;2701062;10566;351708;0;768173;0;0;0;0;0;18055;25714;106912;18195714;18055;2031911;25714;0;1089009;3118630;835180;32918
1899;2009765;18457;0;1284440;473733;9175634;0;126405;207803;4531707;13169;345436;12491;747233;0;0;0;0;0;3649;34621;6623;27373091;3649;694651;34621;1534747;1117690;1842018;171645;136
1900;850040;35705;1750;763113;428233;5429422;0;0;120600;2282522;8015;3714;5224;470866;0;0;0;0;0;110166;57153;784786;24064364;110166;3165722;57153;588185;1025834;877312;992436;32427
1901;2387908;64302;0;1166304;845401;8622593;0;68965;310632;5660947;5465;0;119386;370680;0;0;0;0;0;73546;60909;350401;28401200;73546;2172773;60909;346662;1321459;1149583;714179;9428
1902;687537;31854;8659;263606;105374;2004773;0;63112;16631;1485759;235;40420;443;499377;0;0;0;0;0;10142;19598;10674;7923285;10142;180019;19598;1082738;372617;1203576;110667;0
1903;687396;1859;0;492072;53224;3500208;0;223427;83894;1482605;2015;3589;2191;766933;0;0;0;0;0;0;10357;43298;14122075;0;0;10357;752642;157827;855451;347571;0
1904;185027;4335;0;98043;21372;686035;0;125234;37288;265378;0;0;0;0;0;0;0;0;0;0;34127;65328;8622165;0;0;34127;0;1256141;430421;1194841;0
1905;4891324;69876;553;1790921;1387949;13565161;0;411478;1268540;9303084;7664;75434;637;1075039;0;0;0;0;995;131521;104141;90422;38611254;131631;5187759;104141;707969;1756223;1521729;177520;1593
1906;429580;49210;10196;444354;597926;3611893;0;37138;424941;1429201;10616;0;0;448237;0;0;0;0;3328;29224;54876;299706;24006826;29409;655833;54876;1814834;1153183;573090;795835;4156
1907;2950116;65073;1477;1965605;715826;13828400;0;245097;552029;6714594;6846;80396;242;1410438;0;0;0;0;1734;120078;113332;33919;39518758;120078;6377480;113332;1782917;1053004;3942068;316743;247
1908;399764;232;0;202531;20977;1168398;0;174528;386;175449;0;86618;0;84125;0;0;0;0;0;64147;9061;20009;6882418;64149;1358674;9061;514594;420024;825795;2524609;0
1909;1867822;28676;0;549385;443627;4196382;0;224315;184458;3532794;8898;89542;3698;986789;0;0;0;0;0;67570;28629;3597;14592285;67610;2478143;28629;738525;579828;583233;70316;0
1910;2349266;81156;196;820346;103479;5461042;0;358574;49911;4346784;4406;37599;988;663369;0;0;0;0;0;31757;54629;144332;14667380;31757;860367;54629;2521655;542466;863955;17976;0
1911;1735869;12401;98;939549;676368;6942279;0;222167;106524;3945355;5221;59944;9967;588945;0;0;0;0;0;40274;44588;12733;18772170;40274;1696304;44588;478750;767033;1137051;17268;296
1912;1038392;50082;607;475375;94077;3565088;0;30760;68931;2194129;17637;89663;242;1585075;0;0;0;0;58863;50551;46236;178077;15434267;50551;1986246;46236;726671;1171382;1101203;643093;4347
1913;456473;12732;0;521690;391048;4050014;0;69930;80739;1402906;0;87445;109;33575;0;0;0;0;0;0;53795;218664;23403519;0;0;53795;973999;1031646;441756;1181382;596
1914;149143;8880;0;323876;152922;2120677;0;0;47940;297491;7877;604;922;573809;0;0;0;0;0;33291;68655;36373;14800714;33291;958925;68655;503245;726405;1307676;657559;127
1915;811392;24511;4445;370934;72572;2593264;0;65874;47996;1608802;3751;116894;1172;831214;0;0;0;0;0;32753;28951;469;10290111;32753;1641868;28951;1778683;726858;1108446;344447;0
1916;19966739;1571178;85217;5165001;13913245;45049331;79622;1966905;7528743;62101936;82988;52604;55339;4204562;0;0;0;28432;8192;519051;379981;756205;88313787;522176;13242099;379981;4244172;4529319;5134206;187086;13180
1917;274236;14936;381;197685;52546;1548063;0;0;61753;592715;4221;576;931;813226;0;0;0;0;5988;0;28556;18648;6681784;0;0;28556;0;330390;1184511;114397;2444
1918;889249;9014;458;437099;63888;2797186;0;52512;22140;2101511;11970;100590;3212;843947;0;0;0;0;0;30350;43124;144985;11628288;30350;2232828;43124;593172;732862;1453951;468617;0
1919;1745013;16870;0;1280304;226272;9383075;0;274991;371724;3712161;11278;167966;2454;1584906;0;0;0;0;0;0;75286;117964;29330173;0;0;75286;1526363;1302559;2122536;212283;505
1920;3104250;35213;3838;1212777;218008;8203959;0;220026;2231418;4866889;5337;25569;3310;948807;0;0;0;0;0;104699;120022;755;22979684;105031;5920960;120022;1539073;1086738;2155724;220049;102
1921;4824232;104318;6738;1761804;696036;14546833;0;547771;1046448;16185949;5492;38230;13385;1017522;0;0;0;0;0;388836;126121;231311;22229897;389595;1961151;126121;1659401;1142983;869188;27231;735
1922;500158;5357;0;324078;54307;2280635;0;47273;64517;946317;8142;45289;0;1037663;0;0;0;0;0;25742;17926;355;12257823;25742;676208;17926;37399;1130083;1712301;528506;0
1923;3079033;23948;485;1767541;276104;12073837;0;397880;849804;12462167;9108;127924;0;355996;0;0;0;0;0;88722;151445;29984;29595404;88722;1099362;151445;4152236;677739;1506586;2268045;2616
1924;1361010;246621;21440;932876;1544150;7577684;0;79847;1169642;3042742;6421;6879;0;594858;0;0;0;0;0;42033;76861;369619;29191747;42033;2334256;76861;745074;963917;1014005;548416;1884
1925;172317;5607;194;195686;38957;1419465;0;61977;8332;238836;0;25664;0;0;0;0;0;0;0;0;28036;0;8516201;0;0;28036;364472;253340;537074;141570;0
1926;898669;22809;0;396811;185565;3071528;0;406423;422995;1800746;1494;121431;0;240806;0;0;0;0;0;15693;21494;12523;7836593;15693;1061012;21494;763070;164696;564200;391643;195
1927;1147521;914;0;761026;59358;5036411;0;81379;76447;1690316;0;290683;1162;0;0;0;0;0;0;14527;39521;4302;20424299;14527;2156124;39521;1375704;810696;1818734;1434529;0
1928;214681;2064;0;218094;75981;1535422;0;77308;77119;290040;2548;57248;0;304945;0;0;0;0;0;1845;32958;0;6685438;1845;26151;32958;1002129;73631;196268;71318;0
1929;905538;47813;39355;506710;339906;3648404;0;158966;93300;2476692;5518;89180;788;608989;0;0;0;0;0;0;31077;10242;15134050;0;0;31077;0;1047638;902292;345255;0
1930;3719198;123744;1764;1481762;427536;11333869;0;402484;985837;9408286;14756;62651;3181;1391272;0;0;0;0;0;72461;66140;23749;25714372;72461;2819054;66140;2614229;1311147;2750035;221659;71
1931;198667;4056;0;262873;225672;2064070;0;0;38870;691597;502;0;81473;0;0;0;0;0;0;41393;26122;90686;11069739;41393;2075994;26122;0;191702;600503;114649;525
1932;3847253;25123;703;1997183;356142;13420362;0;292787;136700;8556824;5101;193159;822;832652;0;0;0;0;0;60401;104810;430194;35988559;60567;4729979;104810;2451915;965070;1350038;108396;1585
1933;1662656;7927;263;577958;41236;3940076;0;297716;58575;4054781;6731;137563;0;1879343;0;0;0;0;0;48904;40772;181067;14258241;48904;2854131;40772;1949602;311968;827269;286584;1434
1934;3356989;14100;0;1700734;252382;9676560;0;351448;112225;6420741;21119;467393;84519;1872845;0;0;0;0;0;63284;76743;21221;35766304;63284;6126901;76743;668723;961404;3753392;669292;1541
1935;2609936;15290;0;1093715;224136;8444749;0;139593;179054;5833811;11870;78783;0;1090887;0;0;0;0;0;8993;99121;21361;26471972;8993;1839070;99121;2080313;1819880;1547999;196952;504
1936;3246806;78145;3220;1582953;825644;11647048;0;292591;338587;8134494;20576;3295;12693;1856463;0;0;0;0;0;61965;87698;21624;31410795;61965;1834824;87698;961170;1561731;1123103;181450;19102
1937;1512311;58515;7402;846605;182134;6576357;0;157900;115492;4927028;16025;238346;15483;940941;0;0;0;0;0;40962;81037;16162;26763417;40962;1409168;81037;1005989;1896392;513735;283434;81
1938;4012269;21797;97;1527281;182386;7389605;0;120544;72435;2291434;1540;239812;3639;224394;0;0;0;0;0;8758;85931;51208;24465336;8758;2285903;85931;1292846;2358818;1884364;379498;0
1939;1484462;8961;0;436163;28436;2918303;0;446168;34927;2836863;1247;84066;0;954966;0;0;0;0;0;30661;19319;12266;10466725;30661;936162;19319;1394732;593174;449625;470996;0
1940;1718186;12630;0;865243;332637;6021232;0;226597;100350;3978071;14475;82676;870;1413436;0;0;0;0;0;0;40870;37306;17280612;0;0;40870;1248618;695775;1161217;12432;187
1941;658713;24758;12622;665713;144708;4611852;0;30785;106564;1127757;3464;66725;0;603092;0;0;0;0;0;6020;30037;178620;20889936;6020;507022;30037;0;756538;1870574;307996;8066
1942;2049895;34864;2544;1144251;669156;7295928;0;136233;356781;4173566;19089;10520;10350;1013595;0;0;0;0;0;96290;57866;92934;27779866;96350;4281788;57866;615948;770226;1718812;138464;1637
1943;225342;21396;172;175978;179663;1364841;0;18892;99966;575928;8146;0;0;584932;0;0;0;0;0;17383;55310;1520005;10001127;17431;665149;55310;592944;707547;472634;298345;4214
1944;350065;16717;0;367568;380432;2896480;0;91469;248087;1471658;626;138659;54884;0;0;0;0;0;0;0;40812;823652;14647513;0;0;40812;637953;1141442;374223;1810582;5141
1945;127992;1985;0;57575;12268;397395;0;0;12238;56912;0;49578;0;0;0;0;0;0;0;18405;53201;796;6775291;18405;492155;53201;452990;0;514791;337336;0
1946;4246970;48355;0;2154153;1882412;15825612;0;362556;1007707;9953715;2584;12553;693;942055;0;0;0;0;0;62648;66531;60948;41546830;62648;1728922;66531;1990051;1610591;3117412;120620;93
1947;1298619;17931;0;460447;231251;3502499;0;8850;264489;2893646;1453;103937;0;490626;0;0;0;0;0;33074;24610;0;11550097;33074;1952308;24610;395817;518475;643380;255572;384
1948;13953065;1146681;73475;5531276;11721816;47859160;17467;1490265;14674612;33040080;43461;239620;50014;2906356;0;0;0;0;333;493572;490250;1308021;123058889;494160;12617868;490250;8387529;7109216;5750644;444487;16780
1949;296019;2093;0;313397;32630;2240628;0;14306;41274;280815;0;168948;0;130707;0;0;0;0;0;4113;20974;4211;12146636;4113;876624;20974;0;954726;757324;551329;421
1950;271461;7789;0;192744;58905;1327752;0;120503;127694;324024;1900;281103;5384;379489;0;0;0;0;0;49570;41575;28568;5936518;49570;1589800;41575;221519;277942;830418;1948685;0
1951;678832;43990;432;552446;220174;4490600;0;24625;580971;1954390;525;4018;22948;0;0;0;0;0;0;0;71013;260168;20465912;0;3660;71013;1033614;843530;983430;457638;1925
1952;3566969;71807;284;1632571;272530;10674861;0;1048473;108863;6915758;6339;73715;8430;1291209;0;0;0;0;0;143836;57453;3222;24438596;143836;4143876;57453;1345370;1349882;1407485;172836;0
1953;1627339;28397;350;1262131;521006;7547057;0;151017;166680;3254476;4172;0;1138;345427;0;0;0;0;0;17752;56388;314093;28444013;17752;1568947;56388;936027;697157;1853585;690683;0
1954;2829483;46422;0;933754;167284;6542821;0;224486;72857;5323665;5171;11845;0;1351159;0;0;0;0;0;85803;53841;2802;16155142;85803;4355509;53841;1399126;811320;1366208;143579;47
1955;803958;12994;0;759780;271178;4697657;0;56950;224727;1260862;0;0;0;0;0;0;0;0;0;50012;29917;23582;16752226;50012;3057467;29917;0;1052083;71219;74837;0
1956;194456;13208;294;254221;111236;1988560;0;32741;50435;372165;814;167674;0;101980;0;0;0;0;0;0;47205;111767;11027926;0;0;47205;755653;498256;786092;515781;1880
1957;140716;1289;0;77099;1202;451635;0;127326;0;226822;901;6853;0;1012997;0;0;0;0;0;0;10978;0;11832123;0;0;10978;0;644602;721227;5844298;0
1958;552496;676;0;256097;22877;1588918;0;223419;107372;878851;19446;402654;0;2275681;0;0;0;0;0;22064;29310;3079;27539744;22064;3247623;29310;0;1781411;918084;4936795;0
1959;223664;47;0;152337;2022;923240;0;81968;0;274071;1195;604617;1383;1218232;0;0;0;0;0;0;11594;762;21046957;0;5926;11594;1941055;1004050;1525306;5779570;0
1960;53831;0;0;37673;2011;249286;0;10590;41183;128075;4064;4071;0;427802;0;0;0;0;0;18653;11110;221439;13180418;18653;1701115;11110;0;550952;0;5136872;0
1961;367350;91;0;175783;3408;1106781;0;221835;0;734574;10247;464981;0;1528359;0;0;0;0;0;0;22428;39350;29899086;0;3162;22428;0;2353427;1054673;9002162;0
1962;235889;1011;100;105557;854;569339;0;90368;0;496746;1924;9748;0;1060034;0;0;0;0;620;0;10380;4061;13194750;0;0;10380;0;1344770;172188;6844048;0
1963;125783;0;0;78840;1966;445477;0;61054;0;442163;4197;213859;0;2210455;0;0;0;0;0;0;3237;0;18297441;0;2543;3237;285731;1228938;1238846;6648337;0
1964;2764775;10577;8417;944986;38683;6449824;0;589728;538171;7736922;13324;419245;0;1872604;0;0;0;0;215;53241;43842;56309;31719388;53241;3355915;43842;1405141;596471;3194968;8308004;1137
1965;6499912;64261;7219;1245236;290231;9984763;0;1570082;1606249;23878070;45863;551956;6104;5558428;0;0;0;0;0;88645;157545;19834;50545309;88857;8367050;157545;0;1147798;2299400;6888934;6321
1966;322512;0;0;138180;10956;884103;0;200319;1814;848499;407;236782;0;1713936;0;0;0;0;0;0;8434;29828;26523941;0;0;8434;0;1302831;1833053;5138828;0
1967;408387;791;0;136239;5278;932616;0;131842;11941;828506;3297;473918;0;1293592;0;0;0;0;922;0;11211;0;17749984;0;0;11211;0;1893638;398219;3340126;0
1968;149476;25;0;97081;1023;507557;0;106876;0;1173537;532;103538;2418;1278170;0;0;0;0;0;0;2971;887;17751408;0;2985;2971;0;1722754;491268;8801732;0
1969;171419;0;0;129995;2036;780021;0;80020;0;1422212;0;241827;0;0;0;0;0;0;0;0;14681;0;25550720;0;0;14681;0;919073;1728930;9826361;0
1970;114648;0;0;65363;270;415005;0;48386;0;106074;4852;27367;0;916259;0;0;0;0;0;0;9584;0;10017231;0;0;9584;0;359252;1001034;2965204;0
1971;212647;450;0;142945;3824;816152;0;157139;0;464842;0;365298;0;319392;0;0;0;0;0;0;14637;95;17938347;0;4178;14637;0;1512039;1474148;10371990;0
1972;245199;872;0;84098;1385;555673;0;59675;2614;304427;1547;43379;29947;1439011;0;0;0;0;0;0;7251;0;10303708;0;0;7251;0;1059941;399126;2862327;0
1973;105110;82;0;46289;965;317080;0;40523;0;150391;4079;234653;2128;520508;0;0;0;0;0;12451;8425;5066;10550934;12451;1969529;8425;0;0;829363;8081882;0
1974;2442434;10119;0;536226;74166;3999384;0;1586752;387694;8218370;19070;272172;1917;2925747;0;0;0;0;0;27456;95356;51067;38030627;27456;3441386;95356;2530937;854894;1626585;3697100;2108
1975;126570;0;0;104214;4209;657100;0;29771;0;98865;0;601352;0;0;0;0;0;0;0;0;18183;0;21592581;0;9926;18183;0;730854;1201593;8802424;0
1976;125534;0;0;72280;2723;495808;0;56734;0;205276;11493;219000;0;680452;0;0;0;0;0;0;8089;0;11575838;0;9247;8089;0;798100;756058;3543206;0
1977;153212;0;0;90803;1836;587248;0;42930;0;158913;0;370378;0;0;0;0;0;0;0;0;6896;2081;19952026;0;0;6896;0;1018755;792290;5839251;0
1978;183833;0;0;116654;3415;687350;0;45812;0;143473;0;224620;0;615153;0;0;0;0;0;4739;6307;225;15762156;4739;2629430;6307;0;337319;1366485;9258253;0
1979;358804;950;0;149275;4296;993909;0;159890;3756;553894;4657;328714;0;1499115;0;0;0;0;0;0;24588;0;20725118;0;0;24588;0;1871947;476238;5496558;0
1980;120020;0;0;90884;2152;554215;0;98297;0;248356;853;35551;0;868157;0;0;0;0;0;0;2163;26849;10771948;0;0;2163;0;666258;1574295;4644870;0
1981;272943;1487;0;168680;1343;1094444;0;160836;0;309847;11653;432653;0;2952610;0;0;0;0;0;0;18976;0;30381471;0;6017;18976;2445642;802987;1618528;10620398;0
1982;171223;18;0;110816;3527;693739;0;81940;0;346701;0;338159;0;252997;0;0;0;0;0;0;1386;0;11695450;0;9452;1386;0;1497261;472747;5652903;0
1983;361176;177;0;163390;1627;962596;0;110968;942;6953856;3099;225219;0;241928;0;0;0;0;1796;0;39997;158382;39512662;0;0;39997;2527544;2860276;2146427;13405551;1606
1984;497586;705;0;289532;4007;1600091;0;243818;20909;726099;1085;202209;0;2213414;0;0;0;0;0;0;26915;3730;30761460;0;14127;26915;3560022;686402;3464722;14709106;228
1985;493504;21164;17973;169415;7762;1108247;0;121625;36431;1222199;7821;120574;0;1247572;0;0;0;0;555;0;12237;37981;17796254;0;11604;12237;0;1213311;1122898;5312525;0
1986;1079259;1966;0;475725;9144;2744678;0;200883;144266;3267816;21254;653295;28246;2011275;0;0;0;0;2352;52707;51638;53577;32390201;52869;5779986;51638;0;1372716;2291529;9202590;1230
1987;417418;273;0;264334;3419;987164;0;154885;1704;2861788;14667;190007;362;3281628;0;0;0;0;0;0;12011;0;37810256;0;0;12011;2627126;612225;1583146;4400133;558
1988;186427;910;0;96092;6279;654431;0;123548;0;207565;0;64835;0;1655156;0;0;0;0;0;0;10637;433;15917888;0;1025;10637;1579165;444938;1380217;4660597;0
1989;107785;2531;6453;73554;308;378730;0;0;1453;497518;4918;10160;0;641943;0;0;0;0;0;0;8058;965;7901543;0;8646;8058;0;918345;488240;5364302;0
1990;669021;3861;0;169214;11161;1186999;0;191557;25696;1213634;10310;283397;952;1658698;0;0;0;0;0;15250;57657;97420;18668839;15289;2931159;57657;163495;2091877;1305968;5890767;0
